value;n_samples;imagenet_top1_acc;imagenet_top5_acc;shapenet_evaluable;shapenet_top1_acc
acoustic-guitar-1;21;0.0;0.09523809523809523;21;0.0
analog-clock-1;21;0.5238095238095238;0.7619047619047619;21;0.6190476190476191
assault-rifle-1;21;0.0;0.0;21;0.0
backpack-1;21;0.047619047619047616;0.23809523809523808;21;0.047619047619047616
backpack-2;21;0.0;0.0;21;0.0
bathtub-1;21;0.0;0.23809523809523808;21;0.0
bathtub-2;21;0.047619047619047616;0.09523809523809523;21;0.047619047619047616
bathtub-3;21;0.0;0.0;21;0.0
bed-1;21;0.0;0.0;21;0.0
bed-2;21;0.0;0.0;21;0.0
bench-1;21;0.23809523809523808;0.47619047619047616;21;0.23809523809523808
bench-2;21;0.0;0.047619047619047616;21;0.0
bench-3;21;0.047619047619047616;0.09523809523809523;21;0.047619047619047616
birdhouse-1;21;0.047619047619047616;0.047619047619047616;21;0.047619047619047616
birdhouse-2;21;0.6666666666666666;0.7142857142857143;21;0.6666666666666666
birdhouse-3;21;0.09523809523809523;0.2857142857142857;21;0.09523809523809523
bookshelf-1;21;0.09523809523809523;0.09523809523809523;21;0.09523809523809523
bookshelf-2;21;0.0;0.19047619047619047;21;0.0
bookshelf-3;21;0.19047619047619047;0.38095238095238093;21;0.19047619047619047
bullet-train-1;21;0.0;0.0;21;0.0
bus-1;21;0.0;0.0;21;0.0
bus-2;21;0.0;0.0;21;0.0
bus-3;21;0.0;0.0;21;0.0
can-1;21;0.0;0.047619047619047616;21;0.047619047619047616
can-2;21;0.23809523809523808;0.5714285714285714;21;0.6666666666666666
can-3;21;0.0;0.19047619047619047;21;0.09523809523809523
china-cabinet-1;21;0.047619047619047616;0.14285714285714285;21;0.047619047619047616
china-cabinet-2;21;0.0;0.0;21;0.0
china-cabinet-3;21;0.0;0.047619047619047616;21;0.047619047619047616
computer-keyboard-1;21;0.0;0.0;21;0.0
computer-keyboard-2;21;0.0;0.0;21;0.0
computer-keyboard-3;21;0.0;0.0;21;0.0
cowboy-hat-1;21;0.09523809523809523;0.38095238095238093;21;0.09523809523809523
cowboy-hat-2;21;0.0;0.0;21;0.0
cowboy-hat-3;21;0.0;0.0;21;0.0
crash-helmet-1;21;0.0;0.0;21;0.0
crash-helmet-2;21;0.0;0.0;21;0.0
crate-1;21;0.0;0.0;21;0.0
day-bed-1;21;0.047619047619047616;0.09523809523809523;21;0.047619047619047616
dining-table-1;21;0.0;0.09523809523809523;21;0.0
dining-table-2;21;0.0;0.047619047619047616;21;0.0
dining-table-3;21;0.047619047619047616;0.2857142857142857;21;0.047619047619047616
dishwasher-1;21;0.09523809523809523;0.19047619047619047;21;0.09523809523809523
dishwasher-2;21;0.3333333333333333;0.47619047619047616;21;0.3333333333333333
dishwasher-3;21;0.0;0.0;21;0.0
earphone-1;21;0.0;0.0;0;
earphone-2;21;0.0;0.0;0;
electric-locomotive-1;21;0.0;0.0;21;0.0
faucet-1;21;0.0;0.0;0;
faucet-2;21;0.0;0.0;0;
faucet-3;21;0.0;0.0;0;
fighter-jet;21;0.14285714285714285;0.47619047619047616;21;0.23809523809523808
file-cabinet-1;21;0.047619047619047616;0.047619047619047616;21;0.047619047619047616
file-cabinet-2;21;0.047619047619047616;0.047619047619047616;21;0.047619047619047616
file-cabinet-3;21;0.23809523809523808;0.3333333333333333;21;0.23809523809523808
flowerpot-1;21;0.0;0.047619047619047616;21;0.0
flowerpot-2;21;0.14285714285714285;0.23809523809523808;21;0.14285714285714285
flowerpot-3;21;0.0;0.0;21;0.0
folding-chair-1;21;0.047619047619047616;0.19047619047619047;21;0.047619047619047616
folding-chair-2;21;0.0;0.047619047619047616;21;0.42857142857142855
football-helmet-1;21;0.047619047619047616;0.38095238095238093;21;0.047619047619047616
grand-piano-1;21;0.09523809523809523;0.23809523809523808;21;0.09523809523809523
iPod-1;21;0.0;0.0;21;0.0
knife-1;21;0.0;0.09523809523809523;21;0.0
knife-2;21;0.047619047619047616;0.14285714285714285;21;0.047619047619047616
knife-3;21;0.09523809523809523;0.09523809523809523;21;0.09523809523809523
laptop-1;21;0.23809523809523808;0.5714285714285714;21;0.47619047619047616
laptop-2;21;0.3333333333333333;0.47619047619047616;21;0.47619047619047616
laptop-3;21;0.23809523809523808;0.5714285714285714;21;0.47619047619047616
limousine-1;21;0.0;0.0;21;0.2857142857142857
loudspeaker-1;21;0.047619047619047616;0.23809523809523808;21;0.047619047619047616
loudspeaker-2;21;0.0;0.23809523809523808;21;0.0
loudspeaker-3;21;0.0;0.23809523809523808;21;0.0
